movieId,title,genres
612,"Pallbearer, The (1996)",Comedy
635,"Family Thing, A (1996)",Comedy|Drama
663,Kids in the Hall: Brain Candy (1996),Comedy
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance
760,Stalingrad (1993),Drama|War
809,Fled (1996),Action|Adventure
835,Foxfire (1996),Drama
848,"Spitfire Grill, The (1996)",Drama
901,Funny Face (1957),Comedy|Musical
918,Meet Me in St. Louis (1944),Musical
938,Gigi (1958),Musical
990,Maximum Risk (1996),Action|Adventure|Thriller
991,Michael Collins (1996),Drama
998,Set It Off (1996),Action|Crime
1010,"Love Bug, The (1969)",Children|Comedy
1017,Swiss Family Robinson (1960),Adventure|Children
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama
1040,"Secret Agent, The (1996)",Drama
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance
1083,"Great Race, The (1965)",Comedy|Musical
1088,Dirty Dancing (1987),Drama|Musical|Romance
1121,Glory Daze (1995),Drama
1202,Withnail & I (1987),Comedy
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
1227,Once Upon a Time in America (1984),Crime|Drama
1236,Trust (1990),Comedy|Drama|Romance
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
1251,8 1/2 (8½) (1963),Drama|Fantasy
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1279,Night on Earth (1991),Comedy|Drama
1347,"Nightmare on Elm Street, A (1984)",Horror|Thriller
1365,Ridicule (1996),Drama
1382,Marked for Death (1990),Action|Drama
1401,Ghosts of Mississippi (1996),Drama
1430,Underworld (1996),Comedy|Thriller
1431,Beverly Hills Ninja (1997),Action|Comedy
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
1437,"Cement Garden, The (1993)",Drama
1447,Gridlock'd (1997),Crime
1465,Rosewood (1997),Action|Drama
1477,Love Jones (1997),Romance
1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
1487,Selena (1997),Drama|Musical
1489,Cats Don't Dance (1997),Animation|Children|Musical
1497,Double Team (1997),Action
1498,Inventing the Abbotts (1997),Drama|Romance
1516,Children of the Revolution (1996),Comedy
1529,Nowhere (1997),Comedy|Drama
1542,Brassed Off (1996),Comedy|Drama|Romance
1546,Schizopolis (1996),Comedy
1547,Shiloh (1997),Children|Drama
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1569,My Best Friend's Wedding (1997),Comedy|Romance
1593,Picture Perfect (1997),Comedy|Romance
1598,Desperate Measures (1998),Crime|Drama|Thriller
1600,She's So Lovely (1997),Drama|Romance
1601,Hoodlum (1997),Crime|Drama|Film-Noir
1605,Excess Baggage (1997),Adventure|Romance
1609,187 (One Eight Seven) (1997),Drama|Thriller
1611,My Own Private Idaho (1991),Drama|Romance
1621,Soul Food (1997),Drama
1626,Fire Down Below (1997),Action|Drama|Thriller
1647,Playing God (1997),Crime|Drama|Thriller
1649,"Fast, Cheap & Out of Control (1997)",Documentary
1652,Year of the Horse (1997),Documentary
1655,Phantoms (1998),Drama|Horror|Thriller
1656,Swept from the Sea (1997),Drama|Romance
1661,Switchback (1997),Crime|Mystery|Thriller
1672,"Rainmaker, The (1997)",Drama
1675,Incognito (1997),Crime|Thriller
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1695,Artemisia (1997),Drama
1702,Flubber (1997),Children|Comedy|Fantasy
1707,Home Alone 3 (1997),Children|Comedy
1727,"Horse Whisperer, The (1998)",Drama|Romance
1730,Kundun (1997),Drama
1753,Half Baked (1998),Comedy
1755,Shooting Fish (1997),Comedy|Romance
1785,King of New York (1990),Crime|Thriller
1793,Welcome to Woop-Woop (1997),Comedy
1798,Hush (1998),Thriller
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
1816,Two Girls and a Guy (1997),Comedy|Drama
1821,"Object of My Affection, The (1998)",Comedy|Romance
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1866,"Big Hit, The (1998)",Action|Comedy|Crime
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1887,Almost Heroes (1998),Adventure|Comedy|Western
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
1911,Dr. Dolittle (1998),Comedy
1921,Pi (1998),Drama|Sci-Fi|Thriller
1922,Whatever (1998),Drama
1941,Hamlet (1948),Drama
1992,Child's Play 2 (1990),Horror|Thriller
2018,Bambi (1942),Animation|Children|Drama
2025,Lolita (1997),Drama|Romance
2027,Jane Austen's Mafia! (1998),Comedy|Crime
2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
2084,Newsies (1992),Children|Musical
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
2091,Return from Witch Mountain (1978),Children|Sci-Fi
2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
2095,"Shaggy D.A., The (1976)",Children|Comedy
2106,Swing Kids (1993),Drama|War
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
2119,Maximum Overdrive (1986),Horror
2120,Needful Things (1993),Drama|Horror
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
2153,"Avengers, The (1998)",Action|Adventure
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
2170,Wrongfully Accused (1998),Action|Comedy
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama
2175,Déjà Vu (1997),Drama|Romance
2190,Why Do Fools Fall In Love? (1998),Drama
2196,Knock Off (1998),Action
2231,Rounders (1998),Drama
2236,Simon Birch (1998),Drama
2257,No Small Affair (1984),Comedy|Romance
2260,Wisdom (1986),Crime|Drama
2261,One Crazy Summer (1986),Comedy
2267,Mortal Thoughts (1991),Mystery|Thriller
2269,Indecent Proposal (1993),Drama|Romance
2271,Permanent Midnight (1998),Drama
2272,One True Thing (1998),Drama
