movieId,title,genres
632,Land and Freedom (Tierra y libertad) (1995),Drama|War
638,Jack and Sarah (1995),Romance
639,Girl 6 (1996),Comedy|Drama
645,Nelly & Monsieur Arnaud (1995),Drama
670,"World of Apu, The (Apur Sansar) (1959)",Drama
795,Somebody to Love (1994),Drama
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War
900,"American in Paris, An (1951)",Musical|Romance
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
917,"Little Princess, The (1939)",Children|Drama
927,"Women, The (1939)",Comedy
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller
936,Ninotchka (1939),Comedy|Romance
937,Love in the Afternoon (1957),Comedy|Romance
944,Lost Horizon (1937),Drama
948,Giant (1956),Drama|Romance|Western
956,Penny Serenade (1941),Drama|Romance
959,Of Human Bondage (1934),Drama
961,Little Lord Fauntleroy (1936),Drama
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance
973,Meet John Doe (1941),Comedy|Drama
976,"Farewell to Arms, A (1932)",Romance|War
982,Picnic (1955),Drama
993,Infinity (1996),Drama
1068,Crossfire (1947),Crime|Film-Noir
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama
1268,Pump Up the Volume (1990),Comedy|Drama
1323,Amityville 3-D (1983),Horror
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
1353,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
1354,Breaking the Waves (1996),Drama|Mystery
1398,In Love and War (1996),Romance|War
1399,Marvin's Room (1996),Drama
1413,"Whole Wide World, The (1996)",Drama
1417,"Portrait of a Lady, The (1996)",Drama
1423,Hearts and Minds (1996),Drama
1493,Love and Other Catastrophes (1996),Romance
1496,Anna Karenina (1997),Drama|Romance
1507,Paradise Road (1997),Drama|War
1545,Ponette (1996),Drama
1554,"Pillow Book, The (1996)",Drama|Romance
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
1612,"Kiss Me, Guido (1997)",Comedy
1619,Seven Years in Tibet (1997),Adventure|Drama|War
1624,"Thousand Acres, A (1997)",Drama
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
1650,Washington Square (1997),Drama
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
1829,Chinese Box (1997),Drama|Romance
1837,"Odd Couple II, The (1998)",Comedy
1857,"Real Blonde, The (1997)",Comedy
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
1889,Insomnia (1997),Drama|Mystery|Thriller
1893,Beyond Silence (Jenseits der Stille) (1996),Drama
1902,Dream for an Insomniac (1996),Drama|Romance
1926,"Broadway Melody, The (1929)",Musical
1928,Cimarron (1931),Drama|Western
1932,"Great Ziegfeld, The (1936)",Drama|Musical
1933,"Life of Emile Zola, The (1937)",Drama
1936,Mrs. Miniver (1942),Drama|War
1937,Going My Way (1944),Comedy|Drama|Musical
1938,"Lost Weekend, The (1945)",Drama
1940,Gentleman's Agreement (1947),Drama
1951,Oliver! (1968),Drama|Musical
1998,Exorcist II: The Heretic (1977),Horror
2069,"Trip to Bountiful, The (1985)",Drama
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance
2177,Family Plot (1976),Comedy|Thriller
2178,Frenzy (1972),Thriller
2179,Topaz (1969),Thriller
2180,Torn Curtain (1966),Thriller
2181,Marnie (1964),Drama|Mystery|Romance|Thriller
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2185,I Confess (1953),Thriller
2187,Stage Fright (1950),Mystery|Romance|Thriller
2201,"Paradine Case, The (1947)",Drama
2205,Mr. & Mrs. Smith (1941),Comedy|Romance
2206,Suspicion (1941),Film-Noir|Mystery|Thriller
2207,Jamaica Inn (1939),Drama
2210,Sabotage (1936),Thriller
2211,Secret Agent (1936),Thriller
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
2283,"Sheltering Sky, The (1990)",Drama
2295,"Impostors, The (1998)",Comedy
2310,"Mighty, The (1998)",Drama
