movieId,title,genres
870,Gone Fishin' (1997),Comedy
941,"Mark of Zorro, The (1940)",Adventure
1588,George of the Jungle (1997),Children|Comedy
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy
1839,My Giant (1998),Comedy
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
2041,Condorman (1981),Action|Adventure|Children|Comedy
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2264,We're No Angels (1989),Comedy|Crime
2368,King Kong Lives (1986),Adventure|Sci-Fi
2398,Miracle on 34th Street (1947),Comedy|Drama
2520,Airport (1970),Drama
2521,Airport 1975 (1974),Action|Drama|Thriller
2523,Rollercoaster (1977),Drama|Thriller
2537,Beyond the Poseidon Adventure (1979),Adventure
2565,"King and I, The (1956)",Drama|Musical|Romance
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
2887,Simon Sez (1999),Action|Comedy
2889,"Mystery, Alaska (1999)",Comedy|Drama
3057,Where's Marlowe? (1998),Comedy
3157,Stuart Little (1999),Children|Comedy|Fantasy
3276,Gun Shy (2000),Comedy
3284,They Might Be Giants (1971),Comedy|Mystery|Romance
3315,Happy Go Lovely (1951),Musical
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
3537,Where the Money Is (2000),Comedy|Drama
3596,Screwed (2000),Comedy
3599,Anchors Aweigh (1945),Comedy|Musical
3604,Gypsy (1962),Musical
3688,Porky's (1982),Comedy
3689,Porky's II: The Next Day (1983),Comedy
3690,Porky's Revenge (1985),Comedy
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller
3802,Freejack (1992),Action|Sci-Fi
3933,"Killer Shrews, The (1959)",Horror|Sci-Fi
3979,Little Nicky (2000),Comedy
3991,102 Dalmatians (2000),Children|Comedy
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi
4124,Jaws: The Revenge (1987),Horror|Thriller
4132,Mannequin (1987),Comedy|Romance
4156,Company Man (2000),Comedy
4198,Battle Beyond the Stars (1980),Sci-Fi
4212,Death on the Nile (1978),Crime|Mystery
4221,Necessary Roughness (1991),Comedy
4229,Say It Isn't So (2001),Comedy|Romance
4268,Town & Country (2001),Comedy
4300,Bread and Roses (2000),Drama
4368,Dr. Dolittle 2 (2001),Comedy
4396,"Cannonball Run, The (1981)",Action|Comedy
4397,Cannonball Run II (1984),Action|Comedy
4483,Caddyshack II (1988),Comedy
4563,Young Einstein (1988),Comedy
4564,Always (1989),Drama|Fantasy|Romance
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi
4623,Major League (1989),Comedy
4630,No Holds Barred (1989),Action
4634,Penn & Teller Get Killed (1989),Adventure|Comedy
4646,Greenfingers (2000),Comedy|Drama
4660,Scenes from the Class Struggle in Beverly Hills (1989),Comedy
4686,Weekend at Bernie's II (1993),Adventure|Comedy
4709,Paint Your Wagon (1969),Comedy|Musical|Western
4775,Glitter (2001),Drama|Musical|Romance
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime
4812,SpaceCamp (1986),Adventure|Sci-Fi
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi
4952,Morons From Outer Space (1985),Comedy|Sci-Fi
4981,Clockwise (1986),Comedy
5048,Snow Dogs (2002),Adventure|Children|Comedy
5092,Big Fat Liar (2002),Children|Comedy
5128,Queen of the Damned (2002),Fantasy|Horror
5250,Stir Crazy (1980),Comedy
5309,Three Men and a Little Lady (1990),Comedy|Romance
5356,"Giant Spider Invasion, The (1975)",Horror|Sci-Fi
5382,Every Which Way But Loose (1978),Comedy
5462,"Crocodile Hunter: Collision Course, The (2002)",Adventure|Comedy
5480,Stuart Little 2 (2002),Children|Comedy
5490,The Big Bus (1976),Action|Comedy
5522,Rollerball (1975),Action|Drama|Sci-Fi
5529,Serving Sara (2002),Comedy|Romance
5621,"Tuxedo, The (2002)",Action|Comedy
5636,Welcome to Collinwood (2002),Comedy|Crime
5700,The Pumaman (1980),Action|Adventure|Fantasy|Sci-Fi
5752,Gregory's Girl (1981),Comedy|Romance
5779,Piranha II: The Spawning (1981),Horror|Sci-Fi
5915,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
6039,"Woman in Red, The (1984)",Comedy|Romance
6104,Monty Python Live at the Hollywood Bowl (1982),Comedy
6271,Day for Night (La Nuit Américaine) (1973),Comedy|Drama|Romance
6302,Beginning of the End (1957),Sci-Fi
6314,Undercover Blues (1993),Comedy|Crime
6375,Gigantic (A Tale of Two Johns) (2002),Documentary
6402,Siam Sunset (1999),Comedy
6410,Car Wash (1976),Comedy
6424,Oscar (1991),Comedy|Crime|Mystery|Romance
6427,"Railway Children, The (1970)",Children|Drama
6476,Shattered (1991),Mystery|Thriller
6514,Ring of Terror (1962),Horror
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy
6751,Cold Creek Manor (2003),Drama|Thriller
6760,In This World (2002),Adventure|Drama
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical
6812,"Rookie, The (1990)",Action|Comedy|Thriller
6814,City Heat (1984),Action|Comedy
6862,Out of Time (2003),Crime|Drama|Thriller
7091,Horse Feathers (1932),Comedy
7132,"Night at the Opera, A (1935)",Comedy|Musical|Romance
7137,"Cooler, The (2003)",Comedy|Drama|Romance
7245,Tormented (1960),Horror|Thriller
7247,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical
7319,Club Dread (2004),Comedy|Horror
7372,Ned Kelly (2003),Drama
7380,Ella Enchanted (2004),Comedy|Fantasy|Romance
7395,Cheaper by the Dozen (1950),Comedy|Drama
7706,Animal Crackers (1930),Comedy|Musical
7894,"Duck, You Sucker (1971)",Action|Western
8136,Indestructible Man (1956),Crime|Horror|Sci-Fi
8137,"Wasp Woman, The (1959)",Horror|Sci-Fi
8238,Little Murders (1971),Comedy|Crime
8372,Garfield: The Movie (2004),Animation|Children|Comedy
8387,Police Academy: Mission to Moscow (1994),Comedy|Crime
8447,This Island Earth (1955),Sci-Fi
8542,"Day at the Races, A (1937)",Comedy|Musical
8623,Roxanne (1987),Comedy|Romance
8666,Catwoman (2004),Action|Crime|Fantasy
8743,Biggles (1986),Adventure|Fantasy|Sci-Fi
8772,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller
8781,"Manchurian Candidate, The (2004)",Thriller
8782,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi
8978,Christmas with the Kranks (2004),Children|Comedy
25887,Tales of Manhattan (1942),Comedy|Drama
26183,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),Action|Adventure|Animation|Children|Comedy
26265,Dr. Phibes Rises Again (1972),Adventure|Comedy|Horror|Romance
26386,High Anxiety (1977),Comedy|Thriller
26429,Love at First Bite (1979),Comedy|Horror|Romance
26464,Blue Thunder (1983),Action|Crime|Drama
26528,Anne of Green Gables (1985),Children|Drama
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),Comedy
26700,Nuns on the Run (1990),Comedy|Crime
26761,Prime Suspect 2 (1992),Crime|Drama|Mystery|Romance|Thriller
27036,Merlin (1998),Action|Adventure|Drama|Fantasy|Romance
27478,Ali G Indahouse (2002),Comedy
