movieId,title,genres
665,Underground (1995),Comedy|Drama|War
714,Dead Man (1995),Drama|Mystery|Western
757,Ashes of Time (Dung che sai duk) (1994),Drama
773,Touki Bouki (1973),Drama
823,"Collector, The (La collectionneuse) (1967)",Drama
875,Nothing to Lose (1994),Action|Crime|Drama
935,"Band Wagon, The (1953)",Comedy|Musical
946,To Be or Not to Be (1942),Comedy|Drama|War
1036,Die Hard (1988),Action|Crime|Thriller
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1281,"Great Dictator, The (1940)",Comedy|Drama|War
1318,Blue Juice (1995),Comedy|Drama
1381,Grease 2 (1982),Comedy|Musical|Romance
1412,Some Mother's Son (1996),Drama
1419,Walkabout (1971),Adventure|Drama
1453,"Beautician and the Beast, The (1997)",Comedy|Romance
1483,Crash (1996),Drama|Thriller
1526,Fathers' Day (1997),Comedy
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1703,For Richer or Poorer (1997),Comedy
1704,Good Will Hunting (1997),Drama|Romance
1718,Stranger in the House (1997),Thriller
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
1732,"Big Lebowski, The (1998)",Comedy|Crime
1746,Senseless (1998),Comedy
1752,Hard Rain (1998),Action|Crime|Thriller
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1835,City of Angels (1998),Drama|Fantasy|Romance
1844,Live Flesh (Carne trémula) (1997),Drama|Romance
1856,Kurt & Courtney (1998),Documentary
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
2028,Saving Private Ryan (1998),Action|Drama|War
2059,"Parent Trap, The (1998)",Children|Comedy|Romance
2131,Autumn Sonata (Höstsonaten) (1978),Drama
2226,"Ring, The (1927)",Drama
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2329,American History X (1998),Crime|Drama
2411,Rocky IV (1985),Action|Drama
2443,Playing by Heart (1998),Drama|Romance
2447,Varsity Blues (1999),Comedy|Drama
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
2502,Office Space (1999),Comedy|Crime
2541,Cruel Intentions (1999),Drama
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
