movieId,title,genres
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
731,Heaven's Prisoners (1996),Crime|Thriller
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi
764,Heavy (1995),Drama|Romance
806,American Buffalo (1996),Crime|Drama
886,Bulletproof (1996),Action|Comedy|Crime
1003,Extreme Measures (1996),Drama|Thriller
1005,D3: The Mighty Ducks (1996),Children|Comedy
1050,Looking for Richard (1996),Documentary|Drama
1054,Get on the Bus (1996),Drama
1114,"Funeral, The (1996)",Crime|Drama
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi
1232,Stalker (1979),Drama|Mystery|Sci-Fi
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi
1258,"Shining, The (1980)",Horror
1273,Down by Law (1986),Comedy|Drama|Film-Noir
1352,Albino Alligator (1996),Crime|Thriller
1355,Nightwatch (1997),Horror|Thriller
1426,Zeus and Roxanne (1997),Children
1460,That Darn Cat (1997),Children|Comedy|Mystery
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
1499,Anaconda (1997),Action|Adventure|Thriller
1503,8 Heads in a Duffel Bag (1997),Comedy
1515,Volcano (1997),Action|Drama|Thriller
1583,"Simple Wish, A (1997)",Children|Fantasy
1599,Steel (1997),Action
1604,Money Talks (1997),Action|Comedy
1623,Wishmaster (1997),Horror
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
1667,Mad City (1997),Action|Drama
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
1731,Mr. Magoo (1997),Comedy
1760,Spice World (1997),Comedy
1791,Twilight (1998),Crime|Drama|Thriller
1794,Love and Death on Long Island (1997),Comedy|Drama
1809,Fireworks (Hana-bi) (1997),Crime|Drama
1827,"Big One, The (1997)",Comedy|Documentary
1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1833,Mercury Rising (1998),Action|Drama|Thriller
1840,He Got Game (1998),Drama
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama
1862,Species II (1998),Horror|Sci-Fi
1882,Godzilla (1998),Action|Sci-Fi|Thriller
1913,Picnic at Hanging Rock (1975),Drama|Mystery
1993,Child's Play 3 (1991),Comedy|Horror|Thriller
2036,Blank Check (1994),Children|Comedy
2042,D2: The Mighty Ducks (1994),Children|Comedy
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
2060,BASEketball (1998),Comedy
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
2093,Return to Oz (1985),Adventure|Children|Fantasy
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
2154,How Stella Got Her Groove Back (1998),Drama|Romance
2188,54 (1998),Drama
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
2281,Monument Ave. (1998),Action|Crime|Drama
2292,Overnight Delivery (1998),Comedy|Romance
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
2323,"Cruise, The (1998)",Documentary
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
2328,Vampires (1998),Horror|Western
2332,Belly (1998),Crime|Drama
2339,I'll Be Home For Christmas (1998),Comedy|Romance
2392,Jack Frost (1998),Children|Comedy|Drama
2404,Rambo III (1988),Action|Adventure|Thriller|War
2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2448,Virus (1999),Horror|Sci-Fi
2459,"Texas Chainsaw Massacre, The (1974)",Horror
2485,She's All That (1999),Comedy|Romance
2498,My Favorite Martian (1999),Comedy|Sci-Fi
2555,Baby Geniuses (1999),Comedy
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
2579,Following (1998),Crime|Mystery|Thriller
2587,Life (1999),Comedy|Crime|Drama
2597,Lost & Found (1999),Comedy|Romance
2606,Idle Hands (1999),Comedy|Horror
2656,Tarantula (1955),Horror|Sci-Fi
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi
2698,Zone 39 (1997),Sci-Fi
2726,"Killing, The (1956)",Crime|Film-Noir
2799,Problem Child 2 (1991),Comedy
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2860,Blue Streak (1999),Comedy
2974,Bats (1999),Horror|Thriller
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
3054,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
3091,Kagemusha (1980),Drama|War
3141,"Two Jakes, The (1990)",Drama
3213,Batman: Mask of the Phantasm (1993),Animation|Children
3235,Where the Buffalo Roam (1980),Comedy
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
3327,Beyond the Mat (1999),Documentary
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
3379,On the Beach (1959),Drama
3423,School Daze (1988),Drama
3424,Do the Right Thing (1989),Drama
3425,Mo' Better Blues (1990),Drama|Musical
3429,Creature Comforts (1989),Animation|Comedy
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3454,Whatever It Takes (2000),Comedy|Romance
3502,My Life (1993),Drama
3510,Frequency (2000),Drama|Thriller
3511,Ready to Rumble (2000),Comedy
3563,"Crow: Salvation, The (2000)",Action|Horror
3593,Battlefield Earth (2000),Action|Sci-Fi
3627,Carnival of Souls (1962),Horror|Thriller
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror
