6755,0281686,9707
6760,0310154,36791
6763,0266489,7288
6764,0327850,10159
6765,0328589,10934
6768,0309820,5653
6769,0330602,321
6770,0314412,20
6772,0318202,5168
6773,0286244,9662
6774,0086541,837
6775,0284262,20303
6776,0282674,19666
6777,0055031,821
6780,0103882,1358
6782,0097728,11475
6783,0031885,776
6785,0047472,16563
6786,0089424,11703
6787,0074119,891
6788,0109129,83714
6789,0115561,12531
6790,0267287,10881
6791,0092603,11832
6793,0103786,11806
6794,0106375,10438
6796,0101507,650
6797,0101516,10337
6798,0074256,8446
6800,0090859,9874
6803,0087909,29161
6804,0088967,21627
6807,0085959,4543
6808,0065207,11046
6809,0088272,11707
6810,0102945,7442
6811,0110759,14425
6812,0100514,6723
6814,0087062,16969
6816,0094138,13339
6817,0100928,28761
6818,0091251,25237
6820,0210070,9871
6821,0079576,33258
6827,0110169,33783
6832,0102768,11364
6835,0082000,39916
6836,0053593,31634
6837,0031593,43739
6849,0066344,13765
6850,0104695,12772
6851,0104321,47866
6852,0061809,18900
6853,0092717,73265
6856,0035575,3087
6857,0107692,14282
6858,0056291,11502
6860,0102460,21219
6862,0313443,2116
6863,0332379,1584
6867,0340377,2056
6868,0335563,4997
6869,0340468,8439
6870,0327056,322
6872,0317676,11059
6873,0138524,11775
6874,0266697,24
6879,0313542,11329
6880,0324216,9373
6881,0311648,1550
6882,0339579,5493
6883,0325055,28200
6884,0312549,10629
6885,0199626,10944
6886,0294357,9839
6887,0316465,13920
6888,0306047,4256
6889,0328880,10009
6890,0363589,1807
6893,0064505,10536
6898,0313670,1376
6899,0092532,31397
6902,0165832,20312
6909,0325655,10389
6911,0038661,31206
6912,0034409,28658
6918,0048956,897
6920,0065531,11657
6927,0308383,10922
6932,0323944,13537
6934,0242653,605
6935,0363510,33222
6936,0319343,10719
6938,0379713,23995
6939,0155722,1277
6942,0314331,508
6944,0101862,11846
6945,0373175,50314
6946,0318155,10715
6947,0311113,8619
6948,0343121,21525
6949,0321442,14892
6950,0338188,12146
6951,0312528,10588
6952,0348836,4970
6953,0315733,470
6954,0338135,11042
6957,0307987,10147
6958,0338094,10756
6959,0300556,9562
6961,0104237,11012
6962,0334029,279714
6963,0293088,30068
6965,0312848,158413
6966,0099365,9556
6967,0037635,13581
6969,0085426,19184
6970,0050307,24203
6971,0101829,9065
6973,0104265,4823
6974,0099615,10168
6975,0119167,10234
6978,0102943,14022
6979,0086567,860
6981,0048452,48035
6982,0043686,5000
6983,0036969,22744
6984,0027075,17831
6985,0019254,780
6986,0016641,31510
6987,0010323,234
6989,0085615,8289
6990,0079240,11583
6992,0109951,6472
6993,0091167,5143
6994,0102004,11384
6996,0102034,8010
6997,0104427,10410
6998,0107148,47095
6999,0104452,10407
7000,0102070,9292
7001,0077745,11850
7004,0099938,951
7005,0102216,10804
7007,0102266,9319
7008,0070849,1643
7009,0104756,2007
7010,0101316,10995
7012,0100201,2612
7013,0048424,3112
7015,0102598,2611
7016,0093692,1825
7017,0105104,10538
7018,0100404,11092
7019,0093793,18410
7020,0102721,14904
7022,0266308,3176
7023,0107156,9261
7024,0073650,5336
7025,0102443,23908
7026,0094072,14671
7027,0090022,11509
7028,0100449,10729
7030,0105211,20763
7031,0107927,2047
7032,0100485,14249
7033,0093936,10021
7034,0150662,11634
7036,0090142,11824
7037,0103030,8222
7038,0210358,20067
7040,0090180,9846
7041,0111477,23719
7044,0100935,483
7045,0100944,10166
7046,0094332,6069
7047,0090350,11018
7048,0119807,11676
7049,0024025,28293
7050,0027630,28292
7051,0059903,3681
7052,0027948,43875
7053,0026942,31798
7054,0041594,43436
7055,0028333,20325
7056,0022286,17687
7057,0026714,19075
7058,0039566,41465
7059,0037120,17641
7060,0070239,12545
7061,0031210,27972
7062,0055798,898
7063,0068182,2000
7064,0038348,648
7065,0004972,618
7067,0059229,19120
7069,0067372,11316
7070,0040724,3089
7071,0072417,29845
7072,0031971,995
7073,0058586,1594
7074,0015163,32318
7075,0049096,11839
7076,0062765,916
7078,0030287,1976
7079,0031455,31685
7080,0024034,3062
7082,0056575,12708
7083,0090110,42045
7084,0069097,11610
7085,0058571,4939
7086,0030637,25016
7087,0087892,15927
7088,0053146,40423
7089,0071129,7857
7090,0299977,79
7091,0023027,13912
7092,0026071,70881
7093,0071524,987
7096,0307385,30140
7099,0087544,81
7101,0101745,11821
7102,0092925,10023
7103,0100087,51036
7104,0078723,11519
7107,0077578,15659
7108,0108656,18857
7109,0114086,33517
7114,0059043,42740
7115,0073582,20126
7116,0046911,827
7117,0107387,11811
7118,0093207,20043
7121,0041090,25431
7122,0060908,17685
7123,0102511,2742
7124,0214730,22010
7125,0156096,51145
7127,0102818,48129
7131,0053320,18904
7132,0026778,37719
7134,0087280,9063
7137,0318374,10744
7139,0298845,10511
7141,0342804,22289
7142,0322589,10028
7143,0325710,616
7147,0319061,587
7149,0337741,6964
7150,0338466,1792
7151,0335119,3635
7153,0167260,122
7154,0304415,11820
7155,0337909,8696
7156,0317910,12698
7158,0315983,11093
7160,0340855,504
7161,0349205,11007
7162,0159365,2289
7163,0338337,9620
7164,0316396,10601
7165,0335013,52036
7167,0304229,13433
7169,0360139,14844
7171,0364930,37088
7173,0343135,5966
7175,0329691,10718
7176,0371280,40427
7177,0368913,14757
7178,0071577,11034
7179,0104181,25095
7181,0059712,30080
7184,0061089,65012
7190,0065911,131313
7191,0103827,34151
7192,0107750,15797
7193,0098987,9548
7202,0222812,11429
7205,0073906,14815
7206,0050706,427
7208,0033553,3022
7209,0046487,778
7211,0043915,23152
7212,0041498,23567
7215,0037382,22584
7216,0033717,27725
7217,0039302,16227
7218,0036244,980
7219,0033149,16933
7222,0028346,37833
7223,0042369,18995
7225,0076578,5205
7228,0104009,14239
7234,0047528,405
7235,0296042,9696
7236,0072730,4917
7238,0052080,5055
7243,0006864,3059
7245,0054393,28586
7247,0062803,11708
7248,0290879,27329
7251,0105810,17736
7254,0289879,1954
7255,0335559,13476
7256,0379557,11194
7257,0315824,12634
7258,0314498,13505
7259,0365957,14114
7260,0345551,15708
7261,0337579,21301
7262,0337917,20483
7263,0349825,14292
7264,0234940,44539
7265,0309987,1278
7266,0307109,18841
7282,0245943,76176
7285,0328538,11023
7292,0086955,11221
7293,0343660,1824
7294,0361925,16784
7297,0323872,11083
7299,0329388,337
7301,0042619,43376
7302,0015400,28963
7303,0052738,2576
7304,0074121,22561
7305,0090738,19345
7306,0221344,14430
7307,0089153,12775
7308,0089421,9838
7310,0091828,2099
7311,0031385,42852
7312,0060420,40454
7315,0312329,8842
7316,0361467,11132
7317,0356150,9352
7318,0335345,615
7319,0331953,11217
7320,0338096,10677
7321,0315297,13572
7323,0301357,338
7324,0317648,2023
7325,0335438,9384
7326,0258816,25935
7327,0060827,797
7328,0064793,42602
7333,0035753,29084
7335,0046187,25955
7336,0064118,41876
7340,0089393,24548
7344,0056704,42989
7345,0358349,17047
7346,0265208,10591
7347,0363988,1586
7348,0360009,11169
7349,0317842,49689
7352,0329767,156
7354,0107473,10433
7357,0050839,43236
7360,0363547,924
7361,0338013,38
7362,0364045,11081
7364,0332658,16941
7366,0300051,9541
7367,0335245,5516
7368,0354766,20304
7369,0331632,11024
7371,0276919,553
7372,0277941,10544
7373,0167190,1487
7375,0337697,11137
7376,0351977,11358
7377,0301976,13573
7379,0318974,10733
7380,0327679,14442
7381,0327247,2122
7382,0326977,25300
7386,0049833,6844
7387,0077402,923
7390,0307351,28026
7394,0059797,10338
7395,0042327,33839
7396,0070644,133919
7411,0093582,4365
7414,0079219,65066
7419,0088680,10843
7438,0378194,393
7439,0330793,7220
7440,0380615,33823
7443,0308488,126117
7444,0337563,10096
7445,0328107,9509
7448,0326856,10710
7449,0335121,11058
7450,0323033,11141
7451,0377092,10625
7454,0338526,7131
7455,0339419,26899
7457,0349169,16428
7458,0332452,652
7459,0293007,8440
7460,0379217,883
7477,0160184,10375
7479,0036515,68440
7481,0089092,11864
7482,0070034,9461
7486,0118845,18329
7487,0099762,17993
7492,0077914,26517
7493,0051077,28285
7541,0214388,10035
7560,0058083,502
7561,0098061,41965
7562,0118996,10347
7564,0058279,30959
7566,0088650,20561
7569,0062512,667
7570,0086034,700
7572,0243664,26976
7573,0086006,36670
7579,0032943,43818
7581,0041386,24650
7584,0035567,20640
7587,0062229,5511
7614,0048445,13936
7615,0089015,294
7616,0086984,11507
7618,0103939,10435
7619,0056241,1162
7620,0102467,34328
7624,0105327,14684
7636,0105217,13937
7646,0259153,14980
7647,0105017,26670
7649,0120711,10940
7650,0063285,31965
7657,0275773,5842
7669,0112130,164721
7698,0078966,988
7700,0046268,204
7701,0100050,9356
7702,0037536,32430
7704,0090927,16113
7705,0045012,33575
7706,0020640,13913
7707,0102011,17956
7708,0061391,18209
7713,0034587,25508
7714,0061439,18978
7716,0087635,27171
7720,0073012,12310
7727,0087951,37296
7728,0038854,25736
7730,0107529,25389
7742,0094713,52794
7743,0089114,9872
7745,0107617,19552
7748,0059592,2786
7749,0062480,8075
7753,0207805,26133
7756,0029850,10235
7757,0057197,11533
7762,0080297,140207
7766,0050613,3777
7767,0346336,11659
7772,0039066,44098
7773,0288439,16876
7781,0096321,77780
7782,0108171,9545
7786,0187859,28030
7789,0328802,1926
7792,0071970,17365
7802,0080120,11474
7810,0146455,10916
7811,0146247,10921
7812,0121804,10941
7815,0092117,24798
7820,0053976,11656
7822,0046085,25009
7826,0039808,40092
7831,0031047,14589
7832,0037365,14594
7833,0034172,14590
7834,0027260,14588
7835,0039853,14595
7839,0033852,20644
7840,0031398,24965
7841,0287839,192936
7842,0142032,876
7843,0258760,1583
7844,0106936,17653
7845,0114720,11069
7846,0259685,10829
7879,0300274,57946
7882,0060841,29049
7883,0036027,27130
7884,0102035,8468
7888,0061791,22682
7889,0070518,11577
7891,0058700,21159
7894,0067140,336
7895,0071249,11942
7896,0056412,36206
7899,0072913,49636
7900,0065738,3075
7916,0052847,43096
7920,0075936,14262
7924,0041699,30368
7925,0051808,1059
7926,0057565,12493
7930,0105121,13122
7932,0235327,14273
7934,0086637,11030
7936,0063611,26372
7937,0057611,11506
7938,0057358,29455
7939,0055499,11602
7940,0051365,29453
7943,0038669,14638
7944,0058404,14703
7951,0100260,20481
7976,0209077,7090
7979,0064689,42632
7980,0075784,5902
7981,0338564,10775
7982,0365376,4552
7983,0087003,12762
7984,0091083,14510
7986,0102800,15618
7987,0092906,24341
7988,0120199,10690
7991,0072856,13282
7993,0052655,22642
8008,0046807,18283
8010,0105159,13823
8011,0343168,14108
8012,0199683,4291
8014,0374546,113
8015,0064806,28476
8016,0068638,5916
8019,0308379,12205
8024,0108327,27804
8025,0124207,46187
8033,0060522,3001
8035,0117658,39434
8042,0070379,203
8043,0107247,38749
8044,0023042,29740
8045,0093137,10652
8057,0056541,33632
8092,0099612,3072
8093,0192657,10355
8094,0047849,14554
8117,0180748,250
8118,0099399,19086
8119,0090888,15392
8121,0366532,41277
8125,0018455,631
8126,0057495,25504
8128,0092593,1786
8131,0243508,210937
8132,0104346,16219
8136,0049363,48385
8137,0054462,27545
8138,0053611,22718
8142,0221111,11315
8143,0048308,35987
8147,0062794,29146
8153,0049456,29592
8154,0053779,439
8157,0193253,823
8158,0102820,20289
8167,0026174,16905
8169,0092494,11548
8183,0085478,38291
8188,0047445,20532
8189,0054494,2546
8190,0057840,42791
8191,0064030,22522
8195,0053619,5165
8196,0065466,5722
8197,0052893,5544
8199,0046478,14696
8207,0069947,4909
8225,0100258,19185
8228,0022111,28257
8232,0032617,20643
8235,0014429,22596
8236,0049949,36786
8238,0067350,27459
8239,0055601,4497
8241,0119630,25224
8253,0079833,15371
8254,0106307,11044
8261,0075612,41662
8264,0073076,17346
8266,0087957,13763
8268,0107843,10498
8270,0100112,11796
8275,0017765,34847
8290,0073396,32303
8293,0105706,41779
8302,0021890,42814
8327,0330229,870
8331,0033874,26319
8335,0029192,41059
8336,0035019,39871
8337,0046816,10178
8338,0039192,16391
8340,0079116,10734
8341,0040662,10949
8360,0298148,809
8361,0319262,435
8362,0350028,4599
8363,0367085,12657
8364,0367790,28219
8366,0332375,13193
8368,0304141,673
8369,0297284,16617
8370,0363226,246
8371,0296572,2789
8372,0356634,8920
8373,0327162,9890
8375,0391225,26254
8376,0374900,8193
8378,0101746,26142
8379,0085461,42122
8380,0106877,65137
8382,0093175,35151
8383,0314431,21544
8385,0055100,40894
8387,0110857,11546
8391,0077235,18387
8402,0099166,52560
8405,0063759,18333
8410,0047542,18398
8424,0020827,80708
8425,0100129,76516
8426,0093871,33441
8427,0078766,47819
8446,0041841,18712
8447,0047577,831
8450,0027300,37658
8451,0047885,26516
8454,0170259,10573
8456,0065889,26451
8458,0039040,54568
8459,0041452,28571
8461,0036777,123665
8462,0046963,43336
8463,0040495,62000
8464,0390521,9372
8465,0033774,41495
8477,0056119,662
8481,0032851,43805
8482,0037988,16559
8484,0053114,31217
8487,0054188,19414
8491,0042041,15794
8492,0044008,13188
8493,0100133,12651
8494,0059037,886
8495,0204137,9791
8500,0071565,38582
8501,0091209,9542
8502,0044030,17820
8506,0289944,37696
8507,0022913,136
8511,0008133,47653
8512,0075222,10970
8518,0020641,42812
8521,0022835,3019
8526,0327437,10204
8528,0364725,9472
8529,0362227,594
8530,0377752,8981
8531,0381707,12153
8532,0348593,1944
8533,0332280,11036
8534,0338512,1997
8535,0352277,15237
8542,0028772,11939
8571,0064100,26520
8574,0272045,21386
8575,0243135,24908
8577,0342213,25783
8578,0339840,8991
8580,0099851,23378
8581,0168122,3293
8582,0104810,36947
8587,0230512,61487
8588,0250468,14365
8591,0087910,10606
8593,0104573,16136
8596,0078163,6081
8600,0029870,13696
8601,0024803,44494
8604,0152930,2330
8605,0295721,2334
8607,0388473,13398
8609,0014341,701
8610,0086873,10631
8611,0039370,43466
8614,0093693,10780
8617,0053622,23724
8620,0056732,29264
8622,0361596,1777
8623,0093886,11584
8626,0059125,26811
8632,0217788,161080
8633,0087597,11884
8636,0316654,558
8638,0381681,80
8640,0349683,9477
8641,0357413,8699
8643,0356470,11247
8644,0343818,2048
8645,0390221,436
8650,0056196,43004
8656,0095468,10754
8665,0372183,2502
8666,0327554,314
8667,0359423,18923
8670,0023563,12206
8677,0032475,68064
8684,0049902,15244
8685,0047216,62395
8690,0069280,24559
8695,0039169,27437
